 The actresses that the housewives did not admire have ever caused excitement at a film festival.,3,,,,,,,,,,,,,,
 The actresses that the housewives admired have ever caused excitement at a film festival.,4,,,,,,,,,,,,,,
 No ambassadors that the government consulted have ever received hostility from the liberal media.,1,,,,,,,,,,,,,,
 The ambassadors that no government consulted have ever received hostility from the liberal media.,2,,,,,,,,,,,,,,
 The ambassadors that the government did not consult have ever received hostility from the liberal media.,3,,,,,,,,,,,,,,
 The ambassadors that the government consulted have ever received hostility from the liberal media.,4,,,,,,,,,,,,,,
 No politicians that the journalists endorsed have ever earned trust from the rural communities.,1,,,,,,,,,,,,,,
 The politicians that no journalists endorsed have ever earned trust from the rural communities.,2,,,,,,,,,,,,,,
 The politicians that the journalists did not endorse have ever earned trust from the rural communities.,3,,,,,,,,,,,,,,
 The politicians that the journalists endorsed have ever earned trust from the rural communities.,4,,,,,,,,,,,,,,
 No teenagers that the parents trusted have ever expressed kindness to a younger sibling.,1,,,,,,,,,,,,,,
 The teenagers that no parents trusted have ever expressed kindness to a younger sibling.,2,,,,,,,,,,,,,,
 The teenagers that the parents did not trust have ever expressed kindness to a younger sibling.,3,,,,,,,,,,,,,,
 The teenagers that the parents trusted have ever expressed kindness to a younger sibling.,4,,,,,,,,,,,,,,
 No survivors that the medics treated have ever felt courage during the extreme emergency.,1,,,,,,,,,,,,,,
 The survivors that no medics treated have ever felt courage during the extreme emergency.,2,,,,,,,,,,,,,,
 The survivors that the medics did not treat have ever felt courage during the extreme emergency.,3,,,,,,,,,,,,,,
 The survivors that the medics treated have ever felt courage during the extreme emergency.,4,,,,,,,,,,,,,,
 No players that the coaches drafted have ever felt nervousness before a championship game.,1,,,,,,,,,,,,,,
 The players that no coaches drafted have ever felt nervousness before a championship game.,2,,,,,,,,,,,,,,
 The players that the coaches did not draft have ever felt nervousness before a championship game.,3,,,,,,,,,,,,,,
 The players that the coaches drafted have ever felt nervousness before a championship game.,4,,,,,,,,,,,,,,
 No dictators that the citizens trusted have ever caused chaos at a public event.,1,,,,,,,,,,,,,,
 The dictators that no citizens trusted have ever caused chaos at a public event.,2,,,,,,,,,,,,,,
 The dictators that the citizens did not trust have ever caused chaos at a public event.,3,,,,,,,,,,,,,,
 The dictators that the citizens trusted have ever caused chaos at a public event.,4,,,,,,,,,,,,,,
 No professors that the students understood have ever experienced tiredness after a long lecture.,1,,,,,,,,,,,,,,
 The professors that no students understood have ever experienced tiredness after a long lecture.,2,,,,,,,,,,,,,,
 The professors that the students did not understand have ever experienced tiredness after a long lecture.,3,,,,,,,,,,,,,,
 The professors that the students understood have ever experienced tiredness after a long lecture.,4,,,,,,,,,,,,,,
 No actors that the judges nominated have ever had luck at the award ceremonies.,1,,,,,,,,,,,,,,
 The actors that no judges nominated have ever had luck at the award ceremonies.,2,,,,,,,,,,,,,,
 The actors that the judges did not nominate have ever had luck at the award ceremonies.,3,,,,,,,,,,,,,,
 The actors that the judges nominated have ever had luck at the award ceremonies.,4,,,,,,,,,,,,,,
 No actresses that the directors auditioned have ever shown elegance on a large stage.,1,,,,,,,,,,,,,,
 The actresses that no directors auditioned have ever shown elegance on a large stage.,2,,,,,,,,,,,,,,
 The actresses that the directors did not audition have ever shown elegance on a large stage.,3,,,,,,,,,,,,,,
 The actresses that the directors auditioned have ever shown elegance on a large stage.,4,,,,,,,,,,,,,,
 No champions that the competitors defeated have ever shown humility after a big game.,1,,,,,,,,,,,,,,
 The champions that no competitors defeated have ever shown humility after a big game.,2,,,,,,,,,,,,,,
 The champions that the competitors did not defeat have ever shown humility after a big game.,3,,,,,,,,,,,,,,
 The champions that the competitors defeated have ever shown humility after a big game.,4,,,,,,,,,,,,,,
 No paintings that the collectors liked have ever depicted tranquility with very bright colors.,1,,,,,,,,,,,,,,
 The paintings that no collectors liked have ever depicted tranquility with very bright colors.,2,,,,,,,,,,,,,,
 The paintings that the collectors did not like have ever depicted tranquility with very bright colors.,3,,,,,,,,,,,,,,
 The paintings that the collectors liked have ever depicted tranquility with very bright colors.,4,,,,,,,,,,,,,,
 No editors that the journalists respected have ever had patience for a missed deadline.,1,,,,,,,,,,,,,,
 The editors that no journalists respected have ever had patience for a missed deadline.,2,,,,,,,,,,,,,,
 The editors that the journalists did not respect have ever had patience for a missed deadline.,3,,,,,,,,,,,,,,
 The editors that the journalists respected have ever had patience for a missed deadline.,4,,,,,,,,,,,,,,
 No teenagers that the teachers motivated have ever experienced loneliness in the large class.,1,,,,,,,,,,,,,,
 The teenagers that no teachers motivated have ever experienced loneliness in the large class.,2,,,,,,,,,,,,,,
 The teenagers that the teachers did not motivate have ever experienced loneliness in the large class.,3,,,,,,,,,,,,,,
 The teenagers that the teachers motivated have ever experienced loneliness in the large class.,4,,,,,,,,,,,,,,
 No students that the professors tutored have ever had trouble in a math class.,1,,,,,,,,,,,,,,
 The students that no professors tutored have ever had trouble in a math class.,2,,,,,,,,,,,,,,
 The students that the professors did not tutor have ever had trouble in a math class.,3,,,,,,,,,,,,,,
 The students that the professors tutored have ever had trouble in a math class.,4,,,,,,,,,,,,,,
 No movies that the children watched have ever depicted gore during a fight scene.,1,,,,,,,,,,,,,,
 The movies that no children watched have ever depicted gore during a fight scene.,2,,,,,,,,,,,,,,
 The movies that the children did not watch have ever depicted gore during a fight scene.,3,,,,,,,,,,,,,,
 The movies that the children watched have ever depicted gore during a fight scene.,4,,,,,,,,,,,,,,
